Название файла,Имя Художника,Описание картины,Название картины
Albrecht_Dürer271.jpg,Albrecht Dürer,a drawing of a hand holding a shell with a shell in the background,
Albrecht_Dürer272.jpg,Albrecht Dürer,a drawing of a nude woman holding a ball and a ball,
Albrecht_Dürer273.jpg,Albrecht Dürer,a drawing of a man with a hat and a jacket,
Albrecht_Dürer274.jpg,Albrecht Dürer,a drawing of a woman kneeling down with her hands on a cross,
Albrecht_Dürer275.jpg,Albrecht Dürer,a drawing of a child with a crown on his head,
Albrecht_Dürer276.jpg,Albrecht Dürer,a black and white drawing of a man with a hat,
Albrecht_Dürer277.jpg,Albrecht Dürer,a drawing of a man with a crown of thorns on his head,
Albrecht_Dürer278.jpg,Albrecht Dürer,a drawing of a man in a hat and apron,
Albrecht_Dürer279.jpg,Albrecht Dürer,a drawing of a man holding a bow and arrow,
Albrecht_Dürer280.jpg,Albrecht Dürer,arafed image of a man on a horse with a sword,
Albrecht_Dürer281.jpg,Albrecht Dürer,a close up of a drawing of a woman wearing a veil,
Albrecht_Dürer282.jpg,Albrecht Dürer,a drawing of a man laying on a bed with a woman and two men,
Albrecht_Dürer283.jpg,Albrecht Dürer,a black and white drawing of a woman with a hat on,
Albrecht_Dürer284.jpg,Albrecht Dürer,a close up of a drawing of a woman with long hair,
Albrecht_Dürer285.jpg,Albrecht Dürer,a drawing of a group of people standing around a tree,
Albrecht_Dürer286.jpg,Albrecht Dürer,a drawing of a woman in a cloak and hat,
Albrecht_Dürer287.jpg,Albrecht Dürer,a drawing of a woman laying on a beach next to a castle,
Albrecht_Dürer288.jpg,Albrecht Dürer,drawing of a woman and a child with a beehive,
Albrecht_Dürer289.jpg,Albrecht Dürer,an image of a drawing of a woman holding a baby,
Albrecht_Dürer290.jpg,Albrecht Dürer,arafed drawing of a woman in a dress and a man in a hat,
Albrecht_Dürer291.jpg,Albrecht Dürer,a close up of a rhino with a rider on its back,
Albrecht_Dürer292.jpg,Albrecht Dürer,arafed drawing of two women with headscarves and a veil,
Albrecht_Dürer293.jpg,Albrecht Dürer,a drawing of a woman holding a baby and a bird,
Albrecht_Dürer294.jpg,Albrecht Dürer,"two men with hats and beards, one of them wearing a hat",
Albrecht_Dürer295.jpg,Albrecht Dürer,arafed portrait of a man with a beret and a beret,
Albrecht_Dürer296.jpg,Albrecht Dürer,a drawing of a man's hands holding a piece of paper,
Albrecht_Dürer297.jpg,Albrecht Dürer,a drawing of a man and a woman with pigs in a village,
Albrecht_Dürer298.jpg,Albrecht Dürer,a drawing of a city with a church and a clock tower,
Albrecht_Dürer299.jpg,Albrecht Dürer,a drawing of a man and woman in a kitchen with a dog,
Albrecht_Dürer300.jpg,Albrecht Dürer,a drawing of a woman in a dress with a large hat,
Albrecht_Dürer301.jpg,Albrecht Dürer,drawing of a wooden box with a bunch of keys on it,
Albrecht_Dürer302.jpg,Albrecht Dürer,a drawing of a woman sitting in a room with a man and a woman,
Albrecht_Dürer303.jpg,Albrecht Dürer,drawing of a plane flying over a body of water with a mountain in the background,
Albrecht_Dürer304.jpg,Albrecht Dürer,a drawing of a man kneeling down next to a woman,
Albrecht_Dürer305.jpg,Albrecht Dürer,a drawing of a woman sitting on a chair with a dog,
Albrecht_Dürer306.jpg,Albrecht Dürer,a drawing of a drawing of a man on a bench,
Albrecht_Dürer307.jpg,Albrecht Dürer,a close up of a drawing of a man with a hat on,
Albrecht_Dürer308.jpg,Albrecht Dürer,a drawing of a man on a horse with a group of men,
Albrecht_Dürer309.jpg,Albrecht Dürer,a drawing of a bearded man with a hat and beard,
Albrecht_Dürer310.jpg,Albrecht Dürer,a drawing of a group of people riding horses in a rocky area,
Albrecht_Dürer311.jpg,Albrecht Dürer,a close up of a drawing of a person on a cross,
Albrecht_Dürer312.jpg,Albrecht Dürer,drawing of a group of men riding horses behind a fence,
Albrecht_Dürer313.jpg,Albrecht Dürer,"two women in a headscarf, one with a scarf",
Albrecht_Dürer314.jpg,Albrecht Dürer,arafed drawing of a man with a head covering his face,
Albrecht_Dürer315.jpg,Albrecht Dürer,a drawing of a woman sitting on a bench with a dog,
Albrecht_Dürer316.jpg,Albrecht Dürer,a drawing of a man sitting on a bench with a cane,
Albrecht_Dürer317.jpg,Albrecht Dürer,a black and white photo of a man with a hat on,
Albrecht_Dürer318.jpg,Albrecht Dürer,a black and white drawing of a man with a hat,
Albrecht_Dürer319.jpg,Albrecht Dürer,a drawing of a woman holding a tray with a bird on it,
Albrecht_Dürer320.jpg,Albrecht Dürer,a drawing of a group of people sitting around a table,
Albrecht_Dürer321.jpg,Albrecht Dürer,a drawing of a cloth draped over a chair with a chair in the background,
Albrecht_Dürer322.jpg,Albrecht Dürer,a black and white drawing of a statue with a man on it,
Albrecht_Dürer323.jpg,Albrecht Dürer,arafed drawing of a praying hands with a hat on top,
Albrecht_Dürer324.jpg,Albrecht Dürer,an image of a drawing of a woman holding a baby,
Albrecht_Dürer325.jpg,Albrecht Dürer,a drawing of a nude woman sitting on a bed with a cat,
Albrecht_Dürer326.jpg,Albrecht Dürer,a drawing of a group of people in a room with a man holding a sword,
Albrecht_Dürer327.jpg,Albrecht Dürer,a drawing of a woman holding a baby in her lap,
Albrecht_Dürer328.jpg,Albrecht Dürer,a drawing of a painting of a man and woman in a niche,
Alfred_Sisley_1.jpg,Alfred Sisley,painting of a man walking down a snowy road in front of a house,Temps de neige a Veneux-Nadon
Alfred_Sisley_2.jpg,Alfred Sisley,painting of a river with a house and a boat in the water,
Alfred_Sisley_3.jpg,Alfred Sisley,painting of a field with trees and a bench in the foreground,The First Spring Day at Moret
Alfred_Sisley_4.jpg,Alfred Sisley,painting of a train traveling through a snowy countryside with a fence,Snow Effect at Veneux
Alfred_Sisley_5.jpg,Alfred Sisley,painting of a building on the water with a boat in the water,The Flood at Port-Marly
Alfred_Sisley_6.jpg,Alfred Sisley,painting of a river with a horse in the water and trees,The Banks of the Siene in Autumn flood
Alfred_Sisley_7.jpg,Alfred Sisley,painting of a boat on a river with a house in the background,Bateaux à l'écluse de Bougival
Alfred_Sisley_8.jpg,Alfred Sisley,painting of a river scene with a house and a bench,Vue de Moret
Alfred_Sisley_9.jpg,Alfred Sisley,painting of a landscape with trees and a sunset in the background,An Orchard in the Outskirts of Moret-sur-Loing
Alfred_Sisley_10.jpg,Alfred Sisley,painting of a boat in a body of water near a house,Confluence of the Seine and the Loing
Alfred_Sisley_11.jpg,Alfred Sisley,painting of a street with people walking down it and a bird flying overhead,Early Snow in Louveciennes
Alfred_Sisley_12.jpg,Alfred Sisley,painting of a bridge over a river with a small town in the background,The Bridge at Saint-Mammes
Alfred_Sisley_13.jpg,Alfred Sisley,painting of a river with trees and a person sitting on a bench,Riverbank at Veneux
Alfred_Sisley_14.jpg,Alfred Sisley,painting of a man walking down a dirt road in a field,Path in the Country
Alfred_Sisley_15.jpg,Alfred Sisley,painting of a river with a bridge and a building in the distance,The Road from Hampton Court
Alfred_Sisley_16.jpg,Alfred Sisley,painting of a person walking down a path in a village,Louveciennes. Sentier de la Mi-côte
Alfred_Sisley_17.jpg,Alfred Sisley,painting of a basket of grapes and apples on a table,Apples and Grapes in a Basket
Alfred_Sisley_18.jpg,Alfred Sisley,painting of a house in a field with trees and a path,Landscape with Houses
Alfred_Sisley_19.jpg,Alfred Sisley,painting of a river with a tree and a house in the distance,The Plain of Thomery and the Village of Champagne
Alfred_Sisley_20.jpg,Alfred Sisley,painting of a man riding a horse on a path near a river,Banks of the Seine at Bougival
Alfred_Sisley_21.jpg,Alfred Sisley,painting of a house in a park with a woman walking by,View of Marly-le-Roi from Coeur-Volant
Alfred_Sisley_22.jpg,Alfred Sisley,a painting of a boat on a river near a forest,"Cabins by the River Loing, Morning"
Alfred_Sisley_23.jpg,Alfred Sisley,painting of a river with a boat and people on it,The Loing Canal
Alfred_Sisley_24.jpg,Alfred Sisley,painting of a boat on a river with people walking on the shore,"Sand on the Quayside, Port Marly"
Alfred_Sisley_25.jpg,Alfred Sisley,painting of a river with a boat and a house in the distance,The Loing at Moret
Alfred_Sisley_26.jpg,Alfred Sisley,a painting of a river with a bridge and a boat on it,Sunrise at Saint Mammes
Alfred_Sisley_27.jpg,Alfred Sisley,painting of a river with boats and houses on the bank,Boats at Saint-Mammes
Alfred_Sisley_28.jpg,Alfred Sisley,painting of a river with a bridge and a building in the background,Moret sur Loing
Alfred_Sisley_29.jpg,Alfred Sisley,painting of a field with trees and a person walking in the distance,Trees in Bloom
Alfred_Sisley_30.jpg,Alfred Sisley,painting of a river with a boat and people on it,The Banks of the Oise
Alfred_Sisley_31.jpg,Alfred Sisley,painting of a field with a house and trees in the background,Haystack
Alfred_Sisley_32.jpg,Alfred Sisley,painting of a road with a bridge and a house in the distance,Bridge over the Orvanne near Moret
Alfred_Sisley_33.jpg,Alfred Sisley,painting of a river with boats and a bridge in the distance,Drying Nets
Alfred_Sisley_34.jpg,Alfred Sisley,painting of a river with a bridge and a building in the background,Watermill near Moret by Alfred Sisley
Alfred_Sisley_35.jpg,Alfred Sisley,painting of a river with a bridge and buildings in the background,Moret on Long Time Gray
Alfred_Sisley_36.jpg,Alfred Sisley,painting of a river with trees and a fence in the foreground,Morning in November
Alfred_Sisley_37.jpg,Alfred Sisley,painting of a wooded path with a horse in the distance,Avenue of Chestnut Trees near La Celle Saint Cloud
Alfred_Sisley_38.jpg,Alfred Sisley,painting of a path by the water with a boat in the distance,An August Afternoon near Veneux
Alfred_Sisley_39.jpg,Alfred Sisley,a painting of a person sitting on a bench in a field,Windy Afternoon in May
Alfred_Sisley_40.jpg,Alfred Sisley,painting of a river with boats and people on it,The Seine at Bougival
Alfred_Sisley_41.jpg,Alfred Sisley,painting of a farm with a barn and a train track,Saint Mammès-Morning
Alfred_Sisley_42.jpg,Alfred Sisley,painting of a woman standing in a yard next to a fence,Village de Voisins
Alfred_Sisley_43.jpg,Alfred Sisley,painting of a farm with a tractor and a flock of sheep,Along the Woods in Spring
Alfred_Sisley_44.jpg,Alfred Sisley,painting of a beach scene with a boat and people on the shore,River Banks at Saint-Mammes
Alfred_Sisley_45.jpg,Alfred Sisley,painting of a river with a bridge and a house in the distance,Bank of the Seine in Bougival
Alfred_Sisley_46.jpg,Alfred Sisley,painting of a couple of horses walking down a path in a field,Rider at the Edge of the Forest
Alfred_Sisley_47.jpg,Alfred Sisley,painting of a river with a bridge and buildings in the background,Pont de Moret dans le soleil du matin
Alfred_Sisley_48.jpg,Alfred Sisley,painting of a boat on a river with a house in the background,Boats on Repair at Saint-Mammes
Alfred_Sisley_49.jpg,Alfred Sisley,painting of a flock of geese in a field near a house,The girl in Sableau
Alfred_Sisley_50.jpg,Alfred Sisley,painting of a boat on a river with a boathouse in the background,Banks of the Loing
Alfred_Sisley_51.jpg,Alfred Sisley,painting of a river with a boat and a house in the distance,Canal du Loing Chemin de Halage
Alfred_Sisley_52.jpg,Alfred Sisley,painting of a river with a bridge and a person on a boat,Laundresses at the River Bank
Alfred_Sisley_53.jpg,Alfred Sisley,painting of a river with a boat in it and trees in the background,Banks of the Loing
Alfred_Sisley_54.jpg,Alfred Sisley,painting of a painting of a lake with trees and a building in the background,Setting Sun at Moret
Alfred_Sisley_55.jpg,Alfred Sisley,painting of a street with a tree and a man walking a horse,Chestnut Tree at Saint Mammes
Alfred_Sisley_56.jpg,Alfred Sisley,painting of a person walking down a snowy street with an umbrella,A Village Street in Winter
Alfred_Sisley_57.jpg,Alfred Sisley,painting of a boat on a beach near a village,The Loing at Saint Mammes
Alfred_Sisley_58.jpg,Alfred Sisley,painting of a river with a boat on the water and a building in the background,Road Along the Seine at Saint Mammes
Alfred_Sisley_59.jpg,Alfred Sisley,painting of a building with a clock tower on the top of it,Church at Moret after the Rain
Alfred_Sisley_60.jpg,Alfred Sisley,painting of a horse drawn carriage on a country road,Route to Versailles
Alfred_Sisley_61.jpg,Alfred Sisley,painting of a river with boats and buildings on the bank,Banks of the Loing near Moret
Alfred_Sisley_62.jpg,Alfred Sisley,painting of a river with a bridge and trees in the background,Banks of the Loing
Alfred_Sisley_63.jpg,Alfred Sisley,painting of a village with a windmill and a church in the background,Frosty Morning at Louveciennes
Alfred_Sisley_64.jpg,Alfred Sisley,painting of a vase of flowers on a table with a man in the background,Bouquet of Flowers
Alfred_Sisley_65.jpg,Alfred Sisley,painting of a woman walking a dog in a field near a river,"A Turn of the River Loing, Summer"
Alfred_Sisley_66.jpg,Alfred Sisley,painting of a field with a fence and a person walking in the distance,Meadow
Alfred_Sisley_67.jpg,Alfred Sisley,painting of a view of a town with a fence and a building,View of Sèvres
Alfred_Sisley_68.jpg,Alfred Sisley,painting of a road with a horse drawn carriage on it,Sunset at Port Marly
Alfred_Sisley_69.jpg,Alfred Sisley,painting of a boat docked on a river with a sky background,
Alfred_Sisley_70.jpg,Alfred Sisley,painting of a dirt road with a bridge in the distance,
Alfred_Sisley_71.jpg,Alfred Sisley,painting of a bridge with people walking across it and a building in the background,
Alfred_Sisley_72.jpg,Alfred Sisley,painting of a train traveling down a track next to a field,
Alfred_Sisley_73.jpg,Alfred Sisley,painting of a boat on a river in a park with people walking by,The Flood at Port Marly
Alfred_Sisley_74.jpg,Alfred Sisley,sketches of boats in a harbor with a man standing on a boat,Les péniches
Alfred_Sisley_75.jpg,Alfred Sisley,painting of a river with a bridge and a building in the background,Sunset at Moret
Alfred_Sisley_76.jpg,Alfred Sisley,a painting of a field with trees and a house in the distance,
Alfred_Sisley_77.jpg,Alfred Sisley,painting of a river with a boat on the bank and a church in the distance,
Alfred_Sisley_78.jpg,Alfred Sisley,painting of a park with trees and a bridge in the distance,Avenue of Poplars near Moret-sur-Loing
Alfred_Sisley_79.jpg,Alfred Sisley,painting of a beach scene with people walking and sitting on the sand,Seine at Daybreak
Alfred_Sisley_80.jpg,Alfred Sisley,painting of a park with trees and a hammock in the middle,The Park at Sevres
Alfred_Sisley_81.jpg,Alfred Sisley,painting of a snowy landscape with a train coming down the tracks,The Effect of Snow at Argenteuil
Alfred_Sisley_82.jpg,Alfred Sisley,painting of a painting of a city with a river and a bridge,Hoar Frost St. Martin s Summer (Indian Summer)
Alfred_Sisley_83.jpg,Alfred Sisley,painting of a boat on a river bank with trees in the background,By the Loing
Alfred_Sisley_84.jpg,Alfred Sisley,painting of a person standing on a beach near a rock,
Alfred_Sisley_85.jpg,Alfred Sisley,painting of a village with a horse drawn carriage and people walking,
Alfred_Sisley_86.jpg,Alfred Sisley,painting of a river with a bridge and houses in the background,Indian Summer at Moret Sunday Afternoon
Alfred_Sisley_87.jpg,Alfred Sisley,painting of a river scene with boats and a house in the background,Saint Mammes House on the Canal du Loing
Alfred_Sisley_88.jpg,Alfred Sisley,painting of a couple walking along a path by a river,Saint Mammes
Alfred_Sisley_89.jpg,Alfred Sisley,painting of a river with a bridge and a train on it,Bougival
Alfred_Sisley_90.jpg,Alfred Sisley,a painting of a field with trees and a person on a horse,Willows in a field afternoon
Alfred_Sisley_91.jpg,Alfred Sisley,painting of a farm with a barn and trees in the background,Farm to Höllenkaff
