file_name,artist_name,description,picture_name,ru_picture_name,ru_artist_name
Albrecht_Dürer211.jpg,Albrecht Durer,sketches line boats in harbor with castle in background,,,Альбрехт Дюрер
Albrecht_Dürer212.jpg,Albrecht Durer,close up man with hat on,,,Альбрехт Дюрер
Albrecht_Dürer213.jpg,Albrecht Durer,man with hat on his head,,,Альбрехт Дюрер
Albrecht_Dürer214.jpg,Albrecht Durer,woman in dress and shawl,,,Альбрехт Дюрер
Albrecht_Dürer215.jpg,Albrecht Durer,black and white photo man on horse,,,Альбрехт Дюрер
Albrecht_Dürer216.jpg,Albrecht Durer,man on horse with dog and man on horse,,,Альбрехт Дюрер
Albrecht_Dürer217.jpg,Albrecht Durer,black and white man with hat,,,Альбрехт Дюрер
Albrecht_Dürer218.jpg,Albrecht Durer,black and white man wearing hat,,,Альбрехт Дюрер
Albrecht_Dürer219.jpg,Albrecht Durer,man with hat and scarf,,,Альбрехт Дюрер
Albrecht_Dürer220.jpg,Albrecht Durer,man with bow and arrow in his hand,,,Альбрехт Дюрер
Albrecht_Dürer221.jpg,Albrecht Durer,man holding sword and woman sitting on rock,,,Альбрехт Дюрер
Albrecht_Dürer222.jpg,Albrecht Durer,arafed arm holding knife and knife in it,,,Альбрехт Дюрер
Albrecht_Dürer223.jpg,Albrecht Durer,group men standing next to each other,,,Альбрехт Дюрер
Albrecht_Dürer224.jpg,Albrecht Durer,arafed man and woman sitting on blanket,,,Альбрехт Дюрер
Albrecht_Dürer225.jpg,Albrecht Durer,man sitting on chair with book,,,Альбрехт Дюрер
Albrecht_Dürer226.jpg,Albrecht Durer,man with beard and knife,,,Альбрехт Дюрер
Albrecht_Dürer227.jpg,Albrecht Durer,family sitting on bench with dog,,,Альбрехт Дюрер
Albrecht_Dürer228.jpg,Albrecht Durer,group people sitting around baby,,,Альбрехт Дюрер
Albrecht_Dürer229.jpg,Albrecht Durer,black and white group people in room,,,Альбрехт Дюрер
Albrecht_Dürer230.jpg,Albrecht Durer,group people standing around man in robe,,,Альбрехт Дюрер
Albrecht_Dürer231.jpg,Albrecht Durer,bird standing on piece paper,,,Альбрехт Дюрер
Albrecht_Dürer232.jpg,Albrecht Durer,black and white man with hat,,,Альбрехт Дюрер
Albrecht_Dürer233.jpg,Albrecht Durer,group people standing around man on horse,,,Альбрехт Дюрер
Albrecht_Dürer234.jpg,Albrecht Durer,black and white man in cloak holding sword,,,Альбрехт Дюрер
Albrecht_Dürer235.jpg,Albrecht Durer,woman in dress with bird on her head,,,Альбрехт Дюрер
Albrecht_Dürer236.jpg,Albrecht Durer,woman holding baby and cat,,,Альбрехт Дюрер
Albrecht_Dürer237.jpg,Albrecht Durer,woman with bonnet and scarf,,,Альбрехт Дюрер
Albrecht_Dürer238.jpg,Albrecht Durer,group people in room with flag,,,Альбрехт Дюрер
Albrecht_Dürer239.jpg,Albrecht Durer,woman standing with her hands in her pockets,,,Альбрехт Дюрер
Albrecht_Dürer240.jpg,Albrecht Durer,woman in dress sitting on floor,,,Альбрехт Дюрер
Albrecht_Dürer241.jpg,Albrecht Durer,group people standing around table,,,Альбрехт Дюрер
Albrecht_Dürer242.jpg,Albrecht Durer,man in boat with woman and other people,,,Альбрехт Дюрер
Albrecht_Dürer243.jpg,Albrecht Durer,man with beard and mustache,,,Альбрехт Дюрер
Albrecht_Dürer244.jpg,Albrecht Durer,woman's head with bun in her hair,,,Альбрехт Дюрер
Albrecht_Dürer245.jpg,Albrecht Durer,arafed man riding boar with man on his back,,,Альбрехт Дюрер
Albrecht_Dürer246.jpg,Albrecht Durer,black and white group people sitting around tree,,,Альбрехт Дюрер
Albrecht_Dürer247.jpg,Albrecht Durer,man and woman sitting on couch,,,Альбрехт Дюрер
Albrecht_Dürer248.jpg,Albrecht Durer,man laying on bed with dog,,,Альбрехт Дюрер
Albrecht_Dürer249.jpg,Albrecht Durer,man and woman sitting on blanket in wooded area,,,Альбрехт Дюрер
Albrecht_Dürer250.jpg,Albrecht Durer,woman holding baby in her arms,,,Альбрехт Дюрер
Albrecht_Dürer251.jpg,Albrecht Durer,black and white man on platform,,,Альбрехт Дюрер
Albrecht_Dürer252.jpg,Albrecht Durer,woman's face with veil on her head,,,Альбрехт Дюрер
Albrecht_Dürer253.jpg,Albrecht Durer,group people standing around man on horse,,,Альбрехт Дюрер
Albrecht_Dürer254.jpg,Albrecht Durer,mountain with boat in water,,,Альбрехт Дюрер
Albrecht_Dürer255.jpg,Albrecht Durer,baby with curly hair and nose,,,Альбрехт Дюрер
Albrecht_Dürer256.jpg,Albrecht Durer,pair feet with foot on ground,,,Альбрехт Дюрер
Albrecht_Dürer257.jpg,Albrecht Durer,group people standing around man,,,Альбрехт Дюрер
Albrecht_Dürer258.jpg,Albrecht Durer,close up woman with head scarf,,,Альбрехт Дюрер
Albrecht_Dürer259.jpg,Albrecht Durer,man holding pole with dog on it,,,Альбрехт Дюрер
Albrecht_Dürer260.jpg,Albrecht Durer,woman's face and hands with bottle,,,Альбрехт Дюрер
Albrecht_Dürer261.jpg,Albrecht Durer,woman sitting on bench with man and dog,,,Альбрехт Дюрер
Albrecht_Dürer262.jpg,Albrecht Durer,group people standing around table,,,Альбрехт Дюрер
Albrecht_Dürer263.jpg,Albrecht Durer,man being taken from building by group men,,,Альбрехт Дюрер
Albrecht_Dürer264.jpg,Albrecht Durer,close up man wearing hat,,,Альбрехт Дюрер
Albrecht_Dürer265.jpg,Albrecht Durer,woman sitting on chair with shield,,,Альбрехт Дюрер
Albrecht_Dürer266.jpg,Albrecht Durer,man holding flag and dog,,,Альбрехт Дюрер
Albrecht_Dürer267.jpg,Albrecht Durer,close up woman with her eyes closed,,,Альбрехт Дюрер
Albrecht_Dürer268.jpg,Albrecht Durer,woman with veil on her head,,,Альбрехт Дюрер
Albrecht_Dürer269.jpg,Albrecht Durer,black and white woman with head scarf,,,Альбрехт Дюрер
Albrecht_Dürer270.jpg,Albrecht Durer,walian with long tusks and long tusks,,,Альбрехт Дюрер
Albrecht_Dürer271.jpg,Albrecht Durer,hand holding shell with shell in background,,,Альбрехт Дюрер
Albrecht_Dürer272.jpg,Albrecht Durer,nude woman holding ball and ball,,,Альбрехт Дюрер
Albrecht_Dürer273.jpg,Albrecht Durer,man with hat and jacket,,,Альбрехт Дюрер
Albrecht_Dürer274.jpg,Albrecht Durer,woman kneeling down with her hands on cross,,,Альбрехт Дюрер
Albrecht_Dürer275.jpg,Albrecht Durer,child with crown on his head,,,Альбрехт Дюрер
Albrecht_Dürer276.jpg,Albrecht Durer,black and white man with hat,,,Альбрехт Дюрер
Albrecht_Dürer277.jpg,Albrecht Durer,man with crown thorns on his head,,,Альбрехт Дюрер
Albrecht_Dürer278.jpg,Albrecht Durer,man in hat and apron,,,Альбрехт Дюрер
Albrecht_Dürer279.jpg,Albrecht Durer,man holding bow and arrow,,,Альбрехт Дюрер
Albrecht_Dürer280.jpg,Albrecht Durer,arafed image man on horse with sword,,,Альбрехт Дюрер
Albrecht_Dürer281.jpg,Albrecht Durer,close up woman wearing veil,,,Альбрехт Дюрер
Albrecht_Dürer282.jpg,Albrecht Durer,man laying on bed with woman and two men,,,Альбрехт Дюрер
Albrecht_Dürer283.jpg,Albrecht Durer,black and white woman with hat on,,,Альбрехт Дюрер
Albrecht_Dürer284.jpg,Albrecht Durer,close up woman with long hair,,,Альбрехт Дюрер
Albrecht_Dürer285.jpg,Albrecht Durer,group people standing around tree,,,Альбрехт Дюрер
Albrecht_Dürer286.jpg,Albrecht Durer,woman in cloak and hat,,,Альбрехт Дюрер
Albrecht_Dürer287.jpg,Albrecht Durer,woman laying on beach next to castle,,,Альбрехт Дюрер
Albrecht_Dürer288.jpg,Albrecht Durer,woman and child with beehive,,,Альбрехт Дюрер
Albrecht_Dürer289.jpg,Albrecht Durer,image woman holding baby,,,Альбрехт Дюрер
Albrecht_Dürer290.jpg,Albrecht Durer,arafed woman in dress and man in hat,,,Альбрехт Дюрер
Albrecht_Dürer291.jpg,Albrecht Durer,close up rhino with rider on its back,,,Альбрехт Дюрер
Albrecht_Dürer292.jpg,Albrecht Durer,arafed two women with headscarves and veil,,,Альбрехт Дюрер
Albrecht_Dürer293.jpg,Albrecht Durer,woman holding baby and bird,,,Альбрехт Дюрер
Albrecht_Dürer294.jpg,Albrecht Durer,"two men with hats and beards, one them wearing hat",,,Альбрехт Дюрер
Albrecht_Dürer295.jpg,Albrecht Durer,arafed portrait man with beret and beret,,,Альбрехт Дюрер
Albrecht_Dürer296.jpg,Albrecht Durer,man's hands holding piece paper,,,Альбрехт Дюрер
Albrecht_Dürer297.jpg,Albrecht Durer,man and woman with pigs in village,,,Альбрехт Дюрер
Albrecht_Dürer298.jpg,Albrecht Durer,city with church and clock tower,,,Альбрехт Дюрер
Albrecht_Dürer299.jpg,Albrecht Durer,man and woman in kitchen with dog,,,Альбрехт Дюрер
Albrecht_Dürer300.jpg,Albrecht Durer,woman in dress with large hat,,,Альбрехт Дюрер
Albrecht_Dürer301.jpg,Albrecht Durer,wooden box with bunch keys on it,,,Альбрехт Дюрер
Albrecht_Dürer302.jpg,Albrecht Durer,woman sitting in room with man and woman,,,Альбрехт Дюрер
Albrecht_Dürer303.jpg,Albrecht Durer,plane flying over body water with mountain in background,,,Альбрехт Дюрер
Albrecht_Dürer304.jpg,Albrecht Durer,man kneeling down next to woman,,,Альбрехт Дюрер
Albrecht_Dürer305.jpg,Albrecht Durer,woman sitting on chair with dog,,,Альбрехт Дюрер
Albrecht_Dürer306.jpg,Albrecht Durer,man on bench,,,Альбрехт Дюрер
Albrecht_Dürer307.jpg,Albrecht Durer,close up man with hat on,,,Альбрехт Дюрер
Albrecht_Dürer308.jpg,Albrecht Durer,man on horse with group men,,,Альбрехт Дюрер
Albrecht_Dürer309.jpg,Albrecht Durer,bearded man with hat and beard,,,Альбрехт Дюрер
Albrecht_Dürer310.jpg,Albrecht Durer,group people riding horses in rocky area,,,Альбрехт Дюрер
Albrecht_Dürer311.jpg,Albrecht Durer,close up person on cross,,,Альбрехт Дюрер
Albrecht_Dürer312.jpg,Albrecht Durer,group men riding horses behind fence,,,Альбрехт Дюрер
Albrecht_Dürer313.jpg,Albrecht Durer,"two women in headscarf, one with scarf",,,Альбрехт Дюрер
Albrecht_Dürer314.jpg,Albrecht Durer,arafed man with head covering his face,,,Альбрехт Дюрер
Albrecht_Dürer315.jpg,Albrecht Durer,woman sitting on bench with dog,,,Альбрехт Дюрер
Albrecht_Dürer316.jpg,Albrecht Durer,man sitting on bench with cane,,,Альбрехт Дюрер
Albrecht_Dürer317.jpg,Albrecht Durer,black and white photo man with hat on,,,Альбрехт Дюрер
Albrecht_Dürer318.jpg,Albrecht Durer,black and white man with hat,,,Альбрехт Дюрер
Albrecht_Dürer319.jpg,Albrecht Durer,woman holding tray with bird on it,,,Альбрехт Дюрер
Albrecht_Dürer320.jpg,Albrecht Durer,group people sitting around table,,,Альбрехт Дюрер
Albrecht_Dürer321.jpg,Albrecht Durer,cloth draped over chair with chair in background,,,Альбрехт Дюрер
Albrecht_Dürer322.jpg,Albrecht Durer,black and white statue with man on it,,,Альбрехт Дюрер
Albrecht_Dürer323.jpg,Albrecht Durer,arafed praying hands with hat on top,,,Альбрехт Дюрер
Albrecht_Dürer324.jpg,Albrecht Durer,image woman holding baby,,,Альбрехт Дюрер
Albrecht_Dürer325.jpg,Albrecht Durer,nude woman sitting on bed with cat,,,Альбрехт Дюрер
Albrecht_Dürer326.jpg,Albrecht Durer,group people in room with man holding sword,,,Альбрехт Дюрер
Albrecht_Dürer327.jpg,Albrecht Durer,woman holding baby in her lap,,,Альбрехт Дюрер
Albrecht_Dürer328.jpg,Albrecht Durer,man and woman in niche,,,Альбрехт Дюрер
Alfred_Sisley_1.jpg,Alfred Sisley,man walking down snowy road in front house,Temps de neige a Veneux-Nadon,Темпс де Нейдж Вини-Надон,Альфред Сислей
Alfred_Sisley_2.jpg,Alfred Sisley,river with house and boat in water,,,Альфред Сислей
Alfred_Sisley_3.jpg,Alfred Sisley,field with trees and bench in foreground,The First Spring Day at Moret,Первый весенний день в Море,Альфред Сислей
Alfred_Sisley_4.jpg,Alfred Sisley,train traveling through snowy countryside with fence,Snow Effect at Veneux,Снежный эффект в Венее,Альфред Сислей
Alfred_Sisley_5.jpg,Alfred Sisley,building on water with boat in water,The Flood at Port-Marly,Наводнение в Порт-Марли,Альфред Сислей
